atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
2.77778e-05 4.09787e-06 7.12320e-06 1.51932e-05 6.33066e-06 2.10619e-06 6.32757e-06 2.26434e-05 3.71875e-01
0.00000e+00 0.00000e+00 7.03820e-06 -3.37322e-06 0.00000e+00 3.36798e-06 1.21922e-23 2.51933e-05 -1.58106e+00
0.00000e+00 0.00000e+00 6.94193e-06 -3.12544e-06 0.00000e+00 3.08127e-06 0.00000e+00 3.11446e-05 7.92268e-01
0.00000e+00 0.00000e+00 6.83215e-06 -2.52083e-06 0.00000e+00 2.47627e-06 0.00000e+00 3.46860e-05 1.78842e+00
1.38889e-04 2.44151e-05 6.70764e-06 8.94145e-05 3.17240e-05 2.74095e-06 1.03294e-05 2.51714e-05 -1.08305e+00
2.77778e-05 4.06097e-06 6.57184e-06 2.52490e-05 6.34829e-06 2.45783e-06 6.34829e-06 2.89666e-05 9.17181e-01
0.00000e+00 0.00000e+00 6.42896e-06 -9.23747e-07 0.00000e+00 2.26669e-06 1.27050e-22 2.76614e-05 -8.50556e-01
2.77778e-05 4.04163e-06 6.28693e-06 1.53008e-05 6.35518e-06 2.17392e-06 6.35518e-06 2.54256e-05 -1.22747e-01
3.33333e-04 6.12784e-05 6.15079e-06 1.60122e-04 7.63032e-05 2.17931e-06 7.90590e-06 2.02041e-05 -1.30913e+00
1.85185e-04 3.35485e-05 6.02249e-06 2.06478e-04 4.24133e-05 2.10603e-06 6.75667e-06 2.84528e-05 8.28348e-01
2.77778e-05 4.01504e-06 5.91707e-06 4.68678e-05 6.36536e-06 2.53925e-06 6.36536e-06 2.95424e-05 6.45001e-01
2.22222e-04 4.01217e-05 5.87557e-06 1.28759e-04 5.09497e-05 2.23431e-06 8.18114e-06 2.23519e-05 -1.60965e+00
5.55556e-05 8.05363e-06 5.91471e-06 7.32906e-05 1.27441e-05 2.09899e-06 1.26190e-05 2.77219e-05 2.43575e+00
2.77778e-05 4.09226e-06 6.04234e-06 2.27849e-05 6.37535e-06 2.18207e-06 5.98363e-06 3.02011e-05 2.10745e+00
0.00000e+00 0.00000e+00 6.25969e-06 -1.67073e-06 0.00000e+00 2.53551e-06 2.04493e-24 3.56019e-05 2.05310e+00
2.77778e-05 4.05604e-06 6.53643e-06 1.45716e-05 6.38191e-06 2.80659e-06 6.37398e-06 2.52596e-05 -1.34261e+00
0.00000e+00 0.00000e+00 6.83016e-06 -2.69333e-06 0.00000e+00 2.65918e-06 3.22175e-24 3.58152e-05 2.24836e+00
0.00000e+00 0.00000e+00 7.10138e-06 -2.21508e-06 0.00000e+00 2.19068e-06 -1.34447e-26 2.46430e-05 -6.44970e-01
0.00000e+00 0.00000e+00 7.32686e-06 -2.51026e-06 0.00000e+00 2.50082e-06 1.29811e-23 3.46963e-05 8.08473e-01
0.00000e+00 0.00000e+00 7.48885e-06 -2.34739e-06 0.00000e+00 2.30236e-06 0.00000e+00 3.55409e-05 2.27655e+00
0.00000e+00 0.00000e+00 7.57981e-06 -2.33644e-06 0.00000e+00 2.33287e-06 0.00000e+00 3.24703e-05 2.82577e-01
0.00000e+00 0.00000e+00 7.60288e-06 -1.92064e-06 0.00000e+00 1.82085e-06 0.00000e+00 3.44135e-05 3.24862e+00
0.00000e+00 0.00000e+00 7.56498e-06 -2.20874e-06 0.00000e+00 2.16311e-06 0.00000e+00 3.42465e-05 3.73661e+00
0.00000e+00 0.00000e+00 7.47574e-06 -2.87776e-06 0.00000e+00 2.87517e-06 0.00000e+00 3.02851e-05 -1.44896e+00
0.00000e+00 0.00000e+00 7.34703e-06 -2.15386e-06 0.00000e+00 2.12094e-06 0.00000e+00 3.23586e-05 1.91709e+00
0.00000e+00 0.00000e+00 7.18820e-06 -2.15539e-06 0.00000e+00 2.12859e-06 1.11931e-22 2.92683e-05 8.39747e-01
0.00000e+00 0.00000e+00 7.00810e-06 -2.35024e-06 0.00000e+00 2.32535e-06 0.00000e+00 3.29323e-05 4.92395e-01
0.00000e+00 0.00000e+00 6.81251e-06 -2.62700e-06 0.00000e+00 2.62474e-06 -1.17549e-38 4.11013e-05 2.06170e+00
0.00000e+00 0.00000e+00 6.60449e-06 -2.93932e-06 0.00000e+00 2.93220e-06 0.00000e+00 3.20397e-05 -2.69107e-01
2.22222e-04 3.99050e-05 6.39138e-06 1.08556e-04 5.11933e-05 1.99124e-06 1.09859e-05 2.33290e-05 -9.24904e-01
1.66667e-04 2.93526e-05 6.17953e-06 1.46777e-04 3.84014e-05 2.25567e-06 1.08068e-05 2.95946e-05 1.06590e+00
0.00000e+00 0.00000e+00 5.97156e-06 2.96897e-05 0.00000e+00 2.53306e-06 0.00000e+00 4.18185e-05 3.78240e+00
0.00000e+00 0.00000e+00 5.77433e-06 3.14850e-06 0.00000e+00 2.09767e-06 0.00000e+00 3.33621e-05 3.01193e+00
2.77778e-05 3.98705e-06 5.60042e-06 1.62302e-05 6.40345e-06 1.60609e-06 6.40145e-06 3.17869e-05 4.10652e+00
1.11111e-04 1.85965e-05 5.45162e-06 7.90732e-05 2.56182e-05 2.22324e-06 1.11094e-05 3.42326e-05 4.49645e-01
2.77778e-05 3.96570e-06 5.32190e-06 1.48474e-05 6.40562e-06 2.41451e-06 6.40413e-06 2.25991e-05 -1.08257e+00
0.00000e+00 0.00000e+00 5.20865e-06 -2.70881e-06 0.00000e+00 2.63311e-06 -1.19553e-25 3.15141e-05 7.47500e-01
1.11111e-04 1.85982e-05 5.10906e-06 7.98300e-05 2.56311e-05 1.81612e-06 1.04643e-05 3.12937e-05 3.93188e+00
0.00000e+00 0.00000e+00 5.01969e-06 -2.49664e-06 0.00000e+00 2.66337e-06 0.00000e+00 3.27440e-05 2.11007e+00
2.77778e-05 3.93746e-06 4.93798e-06 1.44533e-05 6.40994e-06 2.88873e-06 6.40499e-06 2.22019e-05 -8.23016e-01
2.22222e-04 3.89619e-05 4.86455e-06 1.08684e-04 5.12881e-05 2.60747e-06 1.03556e-05 2.42723e-05 1.48451e+00
2.77778e-05 3.92435e-06 4.79761e-06 6.49451e-05 6.41209e-06 3.04500e-06 6.41121e-06 2.71962e-05 1.13768e+00
1.38889e-04 2.43446e-05 4.73784e-06 1.07925e-04 3.20658e-05 2.40676e-06 6.23488e-06 2.07848e-05 1.70814e-01
0.00000e+00 0.00000e+00 4.69391e-06 5.51154e-06 0.00000e+00 2.08307e-06 0.00000e+00 3.16138e-05 6.42677e-01
0.00000e+00 0.00000e+00 4.67433e-06 -2.02514e-06 0.00000e+00 2.91142e-06 0.00000e+00 2.18086e-05 -3.73257e+00
1.38889e-04 2.30458e-05 4.67861e-06 1.00327e-04 3.20817e-05 2.28573e-06 1.31114e-05 2.15227e-05 1.71900e+00
3.33333e-04 5.80219e-05 4.69933e-06 1.92137e-04 7.70089e-05 2.73211e-06 1.68573e-05 1.54904e-05 -2.83204e+00
2.77778e-05 3.91991e-06 4.73673e-06 6.70708e-05 6.41792e-06 2.54748e-06 6.41496e-06 1.92344e-05 -3.17057e-01
0.00000e+00 0.00000e+00 4.81034e-06 6.91530e-06 0.00000e+00 2.68076e-06 2.68893e-26 2.98612e-05 3.79791e+00
0.00000e+00 0.00000e+00 4.93839e-06 -9.56285e-07 0.00000e+00 2.04598e-06 3.81005e-25 2.84937e-05 2.12751e+00
2.22222e-04 3.93438e-05 5.10969e-06 1.16439e-04 5.13424e-05 2.59577e-06 9.48628e-06 2.39352e-05 1.57145e+00
0.00000e+00 0.00000e+00 5.30246e-06 4.23153e-05 0.00000e+00 2.56229e-06 -0.00000e+00 2.46276e-05 9.38697e-01
0.00000e+00 0.00000e+00 5.51146e-06 4.80337e-06 0.00000e+00 3.11749e-06 6.34055e-23 2.63588e-05 -4.41115e-01
5.55556e-05 8.38510e-06 5.74192e-06 3.54355e-05 1.28354e-05 1.56268e-06 1.07455e-05 3.26600e-05 7.45983e+00
0.00000e+00 0.00000e+00 5.98159e-06 -2.77062e-06 0.00000e+00 2.74772e-06 0.00000e+00 3.09587e-05 1.92868e+00
0.00000e+00 0.00000e+00 6.21316e-06 -3.24373e-06 0.00000e+00 3.18502e-06 0.00000e+00 2.97305e-05 -1.34945e+00
0.00000e+00 0.00000e+00 6.42166e-06 -2.89729e-06 0.00000e+00 2.85453e-06 0.00000e+00 2.33466e-05 -2.04588e-01
2.31481e-04 4.08409e-05 6.59453e-06 1.43251e-04 5.34795e-05 2.68893e-06 1.61684e-05 1.56315e-05 -1.47510e+00
0.00000e+00 0.00000e+00 6.72751e-06 2.14278e-05 0.00000e+00 2.74232e-06 0.00000e+00 3.07594e-05 2.14406e+00
0.00000e+00 0.00000e+00 6.83382e-06 5.97667e-07 0.00000e+00 3.10809e-06 -5.37786e-26 2.68950e-05 -3.44469e-01
4.39815e-05 6.44906e-06 6.93709e-06 2.54378e-05 1.01609e-05 2.24400e-06 1.01494e-05 2.14759e-05 1.63162e+00
5.09259e-05 7.78327e-06 7.03888e-06 3.12940e-05 1.17652e-05 1.49833e-06 1.01483e-05 3.00563e-05 4.32262e+00
6.94444e-06 1.02053e-06 7.12722e-06 1.12203e-06 1.60434e-06 3.05553e-06 1.60434e-06 3.39607e-05 1.20184e+00
1.52778e-04 2.65278e-05 7.19518e-06 9.68279e-05 3.52953e-05 3.28096e-06 1.41234e-05 2.07532e-05 -2.11430e+00
2.31481e-06 3.40738e-07 7.24405e-06 8.85185e-06 5.34774e-07 2.86608e-06 5.34774e-07 2.22468e-05 -1.64838e+00
2.31481e-06 3.40881e-07 7.28114e-06 -5.56346e-08 5.34771e-07 2.73719e-06 5.34771e-07 2.38137e-05 -3.57178e-02
1.55093e-04 2.57306e-05 7.31703e-06 1.06394e-04 3.58294e-05 2.02403e-06 2.08155e-05 2.18037e-05 2.45205e+00
8.10185e-05 1.36003e-05 7.35104e-06 5.46139e-05 1.87168e-05 2.57540e-06 1.00797e-05 2.82943e-05 1.73840e+00
1.04167e-04 1.80465e-05 7.38868e-06 7.39003e-05 2.40643e-05 1.96235e-06 1.00658e-05 2.55365e-05 2.51316e+00
4.70679e-06 6.95005e-07 7.45091e-06 -1.94915e-07 1.08734e-06 3.04297e-06 1.08740e-06 2.51940e-05 4.17860e-01
2.31481e-06 3.42195e-07 7.55365e-06 -1.71144e-06 5.34756e-07 3.02424e-06 5.34756e-07 2.46976e-05 -6.24476e-01
0.00000e+00 0.00000e+00 7.68125e-06 -3.29860e-06 0.00000e+00 3.25810e-06 -3.81005e-25 2.89656e-05 -4.98686e-01
0.00000e+00 0.00000e+00 7.80142e-06 -2.59051e-06 0.00000e+00 2.51045e-06 7.75455e-25 3.27429e-05 2.25234e+00
2.08333e-05 3.09342e-06 7.88735e-06 9.71068e-06 4.81272e-06 3.15391e-06 4.81272e-06 2.67125e-05 6.91485e-01
0.00000e+00 0.00000e+00 7.92691e-06 -2.76857e-06 0.00000e+00 2.66734e-06 0.00000e+00 3.30594e-05 1.93823e+00
0.00000e+00 0.00000e+00 7.91464e-06 -3.12328e-06 0.00000e+00 3.08794e-06 0.00000e+00 3.06607e-05 1.74810e-01
0.00000e+00 0.00000e+00 7.85468e-06 -3.11385e-06 0.00000e+00 3.06823e-06 0.00000e+00 2.77276e-05 1.40396e+00
0.00000e+00 0.00000e+00 7.75473e-06 -3.44996e-06 0.00000e+00 3.30276e-06 0.00000e+00 3.31197e-05 2.22786e+00
0.00000e+00 0.00000e+00 7.61947e-06 -3.64230e-06 0.00000e+00 3.56160e-06 0.00000e+00 3.33732e-05 2.97167e-01
1.38889e-04 2.38417e-05 7.45499e-06 9.75048e-05 3.20722e-05 2.78290e-06 1.46193e-05 2.48776e-05 -3.84756e-01
0.00000e+00 0.00000e+00 7.27153e-06 -3.11431e-06 0.00000e+00 3.02094e-06 0.00000e+00 2.61421e-05 1.13343e-01
0.00000e+00 0.00000e+00 7.07849e-06 -3.19399e-06 0.00000e+00 3.08260e-06 0.00000e+00 2.60410e-05 1.66152e-01
2.50000e-04 4.47573e-05 6.88631e-06 1.51426e-04 5.76978e-05 2.82420e-06 1.49678e-05 2.20296e-05 -4.61076e-02
0.00000e+00 0.00000e+00 6.70215e-06 2.76122e-05 0.00000e+00 2.59243e-06 0.00000e+00 3.26342e-05 2.31418e+00
0.00000e+00 0.00000e+00 6.53263e-06 1.72656e-06 0.00000e+00 3.12705e-06 0.00000e+00 2.52767e-05 -9.95889e-01
2.77778e-05 4.05728e-06 6.39051e-06 1.53700e-05 6.40666e-06 2.53796e-06 9.29783e-07 2.80589e-05 -1.16306e-01
1.38889e-04 2.53483e-05 6.27422e-06 9.81385e-05 3.20303e-05 2.52281e-06 9.95499e-06 2.11133e-05 -1.64720e+00
5.55556e-05 9.16757e-06 6.17741e-06 4.42739e-05 1.28097e-05 2.52307e-06 3.71938e-06 2.47431e-05 2.25688e-01
0.00000e+00 0.00000e+00 6.09949e-06 -1.23690e-06 0.00000e+00 2.03137e-06 3.15045e-06 2.39091e-05 2.08641e+00
2.77778e-05 4.01837e-06 6.04209e-06 1.46898e-05 6.40242e-06 2.61504e-06 6.39937e-06 2.02437e-05 2.93175e-01
1.11111e-04 1.83995e-05 6.00261e-06 7.66054e-05 2.56048e-05 2.89995e-06 1.03112e-05 2.44409e-05 -2.35642e+00
0.00000e+00 0.00000e+00 5.97349e-06 -2.20131e-06 0.00000e+00 1.98301e-06 2.85548e-06 2.77765e-05 1.75936e+00
0.00000e+00 0.00000e+00 5.95118e-06 -3.20912e-06 0.00000e+00 3.15552e-06 -1.34447e-26 2.59440e-05 -1.42306e-01
0.00000e+00 0.00000e+00 5.93419e-06 -2.82946e-06 0.00000e+00 2.74451e-06 2.68893e-26 2.61505e-05 2.67057e+00
0.00000e+00 0.00000e+00 5.91640e-06 -2.96195e-06 0.00000e+00 2.80710e-06 0.00000e+00 2.79140e-05 3.21522e+00
0.00000e+00 0.00000e+00 5.89031e-06 -3.19387e-06 0.00000e+00 3.03825e-06 1.27050e-22 2.58082e-05 -7.12780e-03
2.77778e-05 4.00653e-06 5.85113e-06 1.47392e-05 6.39370e-06 2.50283e-06 6.39269e-06 2.65892e-05 3.39018e+00
0.00000e+00 0.00000e+00 5.79633e-06 -3.08630e-06 0.00000e+00 2.84551e-06 -5.97765e-26 3.10619e-05 4.02436e+00
0.00000e+00 0.00000e+00 5.72506e-06 -3.69253e-06 0.00000e+00 3.62635e-06 1.19553e-25 3.08355e-05 -5.42978e-01
0.00000e+00 0.00000e+00 5.63891e-06 -3.47643e-06 0.00000e+00 3.19617e-06 0.00000e+00 3.31071e-05 4.12718e+00
0.00000e+00 0.00000e+00 5.53981e-06 -3.36322e-06 0.00000e+00 3.26244e-06 6.35251e-23 2.68361e-05 4.05425e-01
0.00000e+00 0.00000e+00 5.43090e-06 -2.91215e-06 0.00000e+00 2.81359e-06 0.00000e+00 2.55455e-05 2.22266e+00
0.00000e+00 0.00000e+00 5.31462e-06 -2.95694e-06 0.00000e+00 2.50481e-06 0.00000e+00 2.60148e-05 4.29094e+00
0.00000e+00 0.00000e+00 5.19267e-06 -3.13198e-06 0.00000e+00 3.07840e-06 0.00000e+00 2.37813e-05 -5.88214e-01
0.00000e+00 0.00000e+00 5.06689e-06 -3.42855e-06 0.00000e+00 3.33390e-06 0.00000e+00 2.96463e-05 1.36145e+00
0.00000e+00 0.00000e+00 4.93791e-06 -3.56497e-06 0.00000e+00 3.53032e-06 0.00000e+00 3.00820e-05 2.11628e-02
0.00000e+00 0.00000e+00 4.80687e-06 -3.32893e-06 0.00000e+00 3.06887e-06 -0.00000e+00 3.13750e-05 3.68314e+00
0.00000e+00 0.00000e+00 4.67492e-06 -3.34421e-06 0.00000e+00 3.29244e-06 0.00000e+00 2.61849e-05 2.63434e-01
0.00000e+00 0.00000e+00 4.54381e-06 -3.43494e-06 0.00000e+00 3.37851e-06 0.00000e+00 2.66290e-05 -7.68926e-01
0.00000e+00 0.00000e+00 4.41441e-06 -2.80198e-06 0.00000e+00 2.68957e-06 -7.62010e-25 2.89252e-05 2.86599e+00
0.00000e+00 0.00000e+00 4.28688e-06 -3.47764e-06 0.00000e+00 3.42868e-06 7.62010e-25 3.13091e-05 1.01066e+00
0.00000e+00 0.00000e+00 4.16150e-06 -3.27348e-06 0.00000e+00 3.15882e-06 -5.37786e-26 2.81635e-05 1.89883e+00
0.00000e+00 0.00000e+00 4.03901e-06 -3.39640e-06 0.00000e+00 3.10143e-06 5.37786e-26 2.77284e-05 1.56455e+00
2.22222e-04 3.72073e-05 3.91985e-06 1.26346e-04 5.09742e-05 2.06217e-06 1.54622e-05 2.35927e-05 3.35212e+00
0.00000e+00 0.00000e+00 3.80454e-06 3.03490e-05 0.00000e+00 4.05415e-06 6.09608e-24 2.93907e-05 -1.53966e+00
8.33333e-05 1.32442e-05 3.69295e-06 6.30618e-05 1.91076e-05 3.27904e-06 9.27851e-06 2.57232e-05 3.93196e-01
0.00000e+00 0.00000e+00 3.58603e-06 -2.89527e-06 0.00000e+00 3.20544e-06 0.00000e+00 2.95622e-05 1.54165e+00
1.94444e-04 3.33811e-05 3.48464e-06 1.22082e-04 4.45663e-05 3.08267e-06 6.86651e-06 2.67054e-05 1.27138e+00
3.05556e-04 5.25532e-05 3.38968e-06 1.69650e-04 7.00184e-05 2.83875e-06 9.29132e-06 2.74771e-05 2.51357e+00
0.00000e+00 0.00000e+00 3.30213e-06 7.78191e-05 0.00000e+00 2.87673e-06 0.00000e+00 2.62970e-05 2.51660e+00
0.00000e+00 0.00000e+00 3.22515e-06 1.26216e-05 0.00000e+00 3.72755e-06 0.00000e+00 3.05986e-05 2.84514e-01
0.00000e+00 0.00000e+00 3.16300e-06 -1.54183e-06 0.00000e+00 3.73962e-06 0.00000e+00 2.92905e-05 -8.22070e-01
0.00000e+00 0.00000e+00 3.11620e-06 -3.35554e-06 0.00000e+00 3.39461e-06 -5.37786e-26 3.18644e-05 3.50914e-01
5.55556e-05 8.26984e-06 3.08133e-06 3.49378e-05 1.27176e-05 3.75880e-06 8.49685e-06 2.25593e-05 -6.53657e+00
9.65571e-06 1.30767e-06 3.05449e-06 2.92088e-06 2.20990e-06 3.11681e-06 2.20990e-06 2.35859e-05 -3.76242e+00
8.33333e-05 1.29651e-05 3.03239e-06 5.76766e-05 1.90687e-05 3.03228e-06 9.43380e-06 2.22458e-05 -2.56577e+00
2.77778e-05 3.83961e-06 3.01298e-06 1.53229e-05 6.35495e-06 2.68407e-06 5.88256e-06 1.95357e-05 -2.69842e+00
0.00000e+00 0.00000e+00 2.99529e-06 -3.30395e-06 0.00000e+00 3.25690e-06 6.01396e-25 2.58786e-05 -2.10383e+00
0.00000e+00 0.00000e+00 2.97879e-06 -2.32270e-06 0.00000e+00 2.27069e-06 0.00000e+00 2.20442e-05 -1.97614e+00
0.00000e+00 0.00000e+00 2.96310e-06 -3.27428e-06 0.00000e+00 3.18157e-06 0.00000e+00 2.66398e-05 -1.32525e+00
0.00000e+00 0.00000e+00 2.94717e-06 -2.90039e-06 0.00000e+00 2.75908e-06 -1.90503e-25 2.25508e-05 3.87164e-01
1.66667e-04 2.77158e-05 2.93015e-06 1.03975e-04 3.80909e-05 1.94284e-06 8.15780e-06 2.40550e-05 -1.42521e-02
0.00000e+00 0.00000e+00 2.91131e-06 1.82525e-05 0.00000e+00 2.75052e-06 -1.36724e-25 2.34338e-05 -5.86009e-02
0.00000e+00 0.00000e+00 2.89081e-06 6.53999e-07 0.00000e+00 2.29694e-06 3.81005e-25 2.46008e-05 -8.41554e-01
0.00000e+00 0.00000e+00 2.86973e-06 -2.47158e-06 0.00000e+00 2.53603e-06 0.00000e+00 2.01573e-05 -4.70751e-01
7.76341e-05 1.10332e-05 2.84896e-06 4.98440e-05 1.77283e-05 2.18192e-06 1.43600e-05 1.75844e-05 -5.29198e-01
0.00000e+00 0.00000e+00 2.82859e-06 -2.74288e-06 0.00000e+00 2.62647e-06 0.00000e+00 2.64176e-05 -1.96543e-01
0.00000e+00 0.00000e+00 2.80809e-06 -2.17881e-06 0.00000e+00 2.05769e-06 -0.00000e+00 2.64372e-05 1.62476e-01
1.11111e-04 1.78658e-05 2.78735e-06 8.12893e-05 2.53572e-05 2.75275e-06 8.42514e-06 2.12581e-05 -1.46959e-01
2.77778e-05 3.72774e-06 2.76639e-06 1.50185e-05 6.33689e-06 3.25229e-06 6.33395e-06 2.11404e-05 -2.11286e+00
5.00000e-04 8.52593e-05 2.74544e-06 3.60944e-04 1.14020e-04 1.98531e-06 9.37889e-06 2.02835e-05 -1.07582e+00
0.00000e+00 0.00000e+00 2.72787e-06 3.24125e-05 0.00000e+00 3.22296e-06 0.00000e+00 2.65209e-05 -2.56385e+00
0.00000e+00 0.00000e+00 2.72340e-06 3.45839e-06 0.00000e+00 2.29382e-06 0.00000e+00 2.40394e-05 -2.30983e-01
0.00000e+00 0.00000e+00 2.73640e-06 -2.54732e-06 0.00000e+00 3.03291e-06 0.00000e+00 2.68478e-05 -4.15454e-01
0.00000e+00 0.00000e+00 2.76312e-06 -3.07147e-06 0.00000e+00 2.95026e-06 2.35099e-38 2.24452e-05 -6.20147e-01
0.00000e+00 0.00000e+00 2.79812e-06 -2.50087e-06 0.00000e+00 2.19249e-06 -2.68893e-26 2.11956e-05 3.59416e-01
0.00000e+00 0.00000e+00 2.83672e-06 -3.45929e-06 0.00000e+00 3.34750e-06 1.23107e-22 2.46943e-05 -3.25700e+00
1.11111e-04 1.76394e-05 2.87519e-06 8.10365e-05 2.52687e-05 2.35437e-06 1.00116e-05 1.62548e-05 -3.89956e+00
0.00000e+00 0.00000e+00 2.91150e-06 -3.02026e-06 0.00000e+00 2.80621e-06 0.00000e+00 2.35748e-05 -1.17151e+00
0.00000e+00 0.00000e+00 2.94514e-06 -3.31850e-06 0.00000e+00 3.08675e-06 1.92458e-25 2.25124e-05 -1.37970e+00
0.00000e+00 0.00000e+00 2.97616e-06 -2.36553e-06 0.00000e+00 2.15169e-06 3.81005e-25 2.19386e-05 1.26251e+00
0.00000e+00 0.00000e+00 3.00385e-06 -2.67152e-06 0.00000e+00 2.58981e-06 4.00020e-24 2.14854e-05 -1.86683e+00
0.00000e+00 0.00000e+00 3.02716e-06 -3.07700e-06 0.00000e+00 2.98377e-06 0.00000e+00 2.68170e-05 -9.99915e-01
0.00000e+00 0.00000e+00 3.04481e-06 -3.05411e-06 0.00000e+00 2.99942e-06 -0.00000e+00 2.45878e-05 -1.96005e+00
0.00000e+00 0.00000e+00 3.05611e-06 -3.21457e-06 0.00000e+00 3.03894e-06 1.22447e-38 2.54442e-05 2.43054e+00
5.55556e-05 7.54536e-06 3.06069e-06 3.17927e-05 1.25934e-05 3.33273e-06 1.25934e-05 2.50445e-05 2.85484e+00
0.00000e+00 0.00000e+00 3.05850e-06 -4.03012e-06 0.00000e+00 3.76054e-06 -9.52513e-26 3.09823e-05 2.76584e+00
0.00000e+00 0.00000e+00 3.04952e-06 -3.66068e-06 0.00000e+00 3.49883e-06 1.90503e-25 2.67453e-05 -4.98304e-01
0.00000e+00 0.00000e+00 3.03461e-06 -3.37056e-06 0.00000e+00 3.22981e-06 0.00000e+00 2.49133e-05 -3.83986e-01
2.77778e-05 3.86859e-06 3.01474e-06 1.51608e-05 6.28619e-06 3.00399e-06 5.72032e-06 2.21794e-05 4.18363e-02
0.00000e+00 0.00000e+00 2.99066e-06 -3.28079e-06 0.00000e+00 3.10613e-06 -7.94063e-24 2.39352e-05 8.11678e-01
7.93651e-06 1.07499e-06 2.96282e-06 2.07647e-06 1.79453e-06 2.97059e-06 1.79453e-06 2.29683e-05 5.39949e-01
1.14087e-05 1.54404e-06 2.93182e-06 4.10639e-06 2.57853e-06 3.13902e-06 2.57853e-06 1.98453e-05 -5.53459e-01
1.14087e-05 1.54245e-06 2.89833e-06 4.69577e-06 2.57742e-06 2.33598e-06 2.57742e-06 2.42053e-05 3.53567e+00
1.14087e-05 1.54073e-06 2.86259e-06 3.64423e-06 2.57631e-06 3.37167e-06 2.57631e-06 2.66028e-05 1.31536e+00
1.14087e-05 1.53887e-06 2.82481e-06 4.19389e-06 2.57519e-06 3.06086e-06 2.57519e-06 2.21585e-05 4.65485e-01
1.14087e-05 1.53690e-06 2.78557e-06 4.06390e-06 2.57407e-06 3.16449e-06 2.57407e-06 2.19495e-05 3.68554e-01
1.14087e-05 1.53486e-06 2.74531e-06 4.41162e-06 2.57294e-06 2.83121e-06 2.57294e-06 2.09619e-05 1.27627e+00
1.14087e-05 1.53274e-06 2.70435e-06 4.25710e-06 2.57180e-06 3.01058e-06 2.57180e-06 2.24733e-05 1.45319e+00
1.14087e-05 1.53057e-06 2.66289e-06 4.74061e-06 2.57066e-06 2.48000e-06 2.57066e-06 2.27160e-05 9.15861e-01
1.14087e-05 1.52819e-06 2.62113e-06 5.15012e-06 2.57042e-06 1.85158e-06 2.57042e-06 2.42003e-05 4.96749e+00
1.14087e-05 1.52731e-06 2.60247e-06 3.93785e-06 2.57017e-06 3.13954e-06 2.57017e-06 1.86307e-05 -1.09981e+00
1.14087e-05 1.52735e-06 2.60209e-06 4.50834e-06 2.56993e-06 2.67544e-06 2.56993e-06 2.13154e-05 1.63998e+00
1.14087e-05 1.52736e-06 2.60187e-06 4.58079e-06 2.56968e-06 2.64956e-06 2.56968e-06 1.97067e-05 3.10495e-01
1.14087e-05 1.52740e-06 2.60159e-06 4.15411e-06 2.56944e-06 3.05162e-06 2.56944e-06 2.15248e-05 -8.16004e-02
1.14087e-05 1.52743e-06 2.60139e-06 3.62346e-06 2.56919e-06 3.68765e-06 2.56919e-06 2.10811e-05 -3.21722e+00
1.14087e-05 1.52745e-06 2.60115e-06 4.08872e-06 2.56894e-06 3.21411e-06 2.56894e-06 2.12531e-05 -1.76436e+00
1.14087e-05 1.52748e-06 2.60106e-06 4.40489e-06 2.56870e-06 2.80568e-06 2.56870e-06 1.87323e-05 3.53736e-01
1.14087e-05 1.52751e-06 2.60088e-06 4.56756e-06 2.56845e-06 2.67700e-06 2.56845e-06 2.11636e-05 8.45134e-01
1.14087e-05 1.52755e-06 2.60074e-06 3.96724e-06 2.56820e-06 3.32053e-06 2.56820e-06 2.13052e-05 -7.07252e-01
1.14087e-05 1.52759e-06 2.60071e-06 3.81953e-06 2.56795e-06 3.48624e-06 2.56795e-06 2.26981e-05 7.47886e-01
1.14087e-05 1.52757e-06 2.59969e-06 4.26800e-06 2.56770e-06 3.03864e-06 2.56770e-06 1.99040e-05 -9.30936e-01
1.14087e-05 1.52719e-06 2.59306e-06 4.34350e-06 2.56745e-06 2.95916e-06 2.56745e-06 2.09198e-05 -3.47209e-01
1.14087e-05 1.52648e-06 2.58067e-06 4.27786e-06 2.56720e-06 2.97676e-06 2.56720e-06 2.00419e-05 1.17073e-01
1.49862e-05 2.00376e-06 2.56413e-06 6.71895e-06 3.37183e-06 2.73695e-06 3.05738e-06 1.87142e-05 -3.33743e-01
7.85599e-05 1.04975e-05 2.54460e-06 4.77758e-05 1.76740e-05 2.54393e-06 1.77988e-05 1.31666e-05 -4.97514e+00
7.85599e-05 1.04890e-05 2.52305e-06 4.85896e-05 1.76721e-05 1.70910e-06 1.74271e-05 1.07808e-05 -2.13510e+00
7.85599e-05 1.04797e-05 2.50010e-06 4.78505e-05 1.76701e-05 2.48319e-06 1.77533e-05 1.28417e-05 -3.57689e+00
7.85599e-05 1.04700e-05 2.47613e-06 4.82699e-05 1.76682e-05 1.74008e-06 1.77041e-05 1.07875e-05 -1.65537e+00
7.85599e-05 1.04598e-05 2.45151e-06 4.83691e-05 1.76663e-05 2.05056e-06 1.76058e-05 1.12199e-05 -3.20053e+00
